Name,Links,Cost,Cuisines,Timings,Cost_clean,cuisine_primary,_mkey,num_reviews,avg_sentiment,level_1,sentiment_score,pct_positive,pct_negative,avg_rating,num_cuisines,cuisine_north indian,cuisine_chinese,cuisine_continental,cuisine_biryani,cuisine_asian,cuisine_italian,cuisine_fast food,cuisine_desserts,cuisine_south indian,cuisine_kebab,is_open_late,price_per_star,sentiment_rating_gap,popularity_score,value_score,review_engagement,cuisine_diversity,kmeans_cluster,hierarchical_cluster
Mazzo - Marriott Executive Apartments,https://www.zomato.com/hyderabad/mazzo-marriott-executive-apartments-gachibowli,1700,"Italian, North Indian, South Indian, Asian",6am to 12midnight (Mon-Sun),1700,Italian,mazzo marriott executive apartments,100,0.008551,pct_negative,0.0,0,0,4.19,4,1,0,0,0,1,1,0,0,1,0,0,405.727826795268,-1.6686225000000006,211.29143450000004,0.5632498235419001,0.058788947677836566,16.76,1,2
Green Bawarchi Restaurant,https://www.zomato.com/hyderabad/green-bawarchi-restaurant-gachibowli,700,"North Indian, Chinese, Biryani",12 Noon to 11 PM,700,North Indian,green bawarchi restaurant,100,0.002319,pct_positive,0.02,0,0,3.49,3,1,1,0,1,0,0,0,0,0,0,0,200.57300843180272,-0.9842025000000003,174.9046655,0.5326204145874021,0.14265335235378032,10.47,2,1
Green Bawarchi Restaurant,https://www.zomato.com/hyderabad/green-bawarchi-restaurant-gachibowli,700,"North Indian, Chinese, Biryani",12 Noon to 11 PM,700,North Indian,green bawarchi restaurant,100,0.002319,pct_negative,0.01,0,0,3.49,3,1,1,0,1,0,0,0,0,0,0,0,200.57300843180272,-0.9842025000000003,174.9046655,0.5326204145874021,0.14265335235378032,10.47,2,1
Banana Leaf Multicuisine Restaurant,https://www.zomato.com/hyderabad/banana-leaf-multicuisine-restaurant-gachibowli,700,"Biryani, South Indian, North Indian, Chinese, Andhra","12:30 PM to 3:30 PM, 7 PM to 10:40 PM",700,Biryani,banana leaf multicuisine restaurant,100,0.011107,pct_positive,0.03,0,0,3.69,5,1,1,0,1,0,0,0,0,1,0,1,189.70184560925594,-1.1622325,186.5492415,0.5631430744491444,0.14265335235378032,18.45,2,1
Banana Leaf Multicuisine Restaurant,https://www.zomato.com/hyderabad/banana-leaf-multicuisine-restaurant-gachibowli,700,"Biryani, South Indian, North Indian, Chinese, Andhra","12:30 PM to 3:30 PM, 7 PM to 10:40 PM",700,Biryani,banana leaf multicuisine restaurant,100,0.011107,pct_negative,0.01,0,0,3.69,5,1,1,0,1,0,0,0,0,1,0,1,189.70184560925594,-1.1622325,186.5492415,0.5631430744491444,0.14265335235378032,18.45,2,1
Kritunga Restaurant,https://www.zomato.com/hyderabad/kritunga-restaurant-gachibowli,500,"Andhra, Biryani, Hyderabadi, North Indian","12 Noon to 4 PM, 7 PM to 11 PM",500,Andhra,kritunga restaurant,100,0.0,pct_positive,0.0,0,0,3.47,4,1,0,0,1,0,0,0,0,0,0,0,144.0921774950497,-0.9700000000000002,173.5,0.5581822919763496,0.1996007984031936,13.88,2,1
Kritunga Restaurant,https://www.zomato.com/hyderabad/kritunga-restaurant-gachibowli,500,"Andhra, Biryani, Hyderabadi, North Indian","12 Noon to 4 PM, 7 PM to 11 PM",500,Andhra,kritunga restaurant,100,0.0,pct_negative,0.0,0,0,3.47,4,1,0,0,1,0,0,0,0,0,0,0,144.0921774950497,-0.9700000000000002,173.5,0.5581822919763496,0.1996007984031936,13.88,2,1
The Glass Onion,https://www.zomato.com/hyderabad/the-glass-onion-gachibowli,1200,"North Indian, Continental, Italian, Asian","12noon to 11pm (Mon, Tue, Wed, Thu, Sun), 12noon to 12midnight (Fri-Sat)",1200,North Indian,the glass onion,100,0.003612,pct_positive,0.01,0,0,3.83,4,1,0,1,0,1,1,0,0,0,0,0,313.3158450872467,-1.32097,192.191698,0.5401280732616156,0.08326394671107411,15.32,1,2
The Glass Onion,https://www.zomato.com/hyderabad/the-glass-onion-gachibowli,1200,"North Indian, Continental, Italian, Asian","12noon to 11pm (Mon, Tue, Wed, Thu, Sun), 12noon to 12midnight (Fri-Sat)",1200,North Indian,the glass onion,100,0.003612,pct_negative,0.0,0,0,3.83,4,1,0,1,0,1,1,0,0,0,0,0,313.3158450872467,-1.32097,192.191698,0.5401280732616156,0.08326394671107411,15.32,1,2
Deli 9 Bistro,https://www.zomato.com/hyderabad/deli-9-bistro-gachibowli,700,"Cafe, Continental, Desserts",12 Noon to 10:30 PM,700,Cafe,deli 9 bistro,100,-0.005574,pct_positive,0.0,0,0,3.82,3,0,0,1,0,0,0,0,1,0,0,1,183.24602532826563,-1.3339349999999999,189.93536600000002,0.5829828033592768,0.14265335235378032,11.459999999999999,4,0
Deli 9 Bistro,https://www.zomato.com/hyderabad/deli-9-bistro-gachibowli,700,"Cafe, Continental, Desserts",12 Noon to 10:30 PM,700,Cafe,deli 9 bistro,100,-0.005574,pct_negative,0.01,0,0,3.82,3,0,0,1,0,0,0,0,1,0,0,1,183.24602532826563,-1.3339349999999999,189.93536600000002,0.5829828033592768,0.14265335235378032,11.459999999999999,4,0
Frio Bistro,https://www.zomato.com/hyderabad/frio-bistro-gachibowli,1200,"European, Italian, Continental, Spanish",12noon to 11pm (Mon-Sun),1200,European,frio bistro,100,0.006625,pct_positive,0.01,0,0,3.61,4,0,0,1,0,0,1,0,0,0,0,0,332.4098802188697,-1.0934374999999998,181.69581250000002,0.5091024398105567,0.08326394671107411,14.44,1,1
Frio Bistro,https://www.zomato.com/hyderabad/frio-bistro-gachibowli,1200,"European, Italian, Continental, Spanish",12noon to 11pm (Mon-Sun),1200,European,frio bistro,100,0.006625,pct_negative,0.0,0,0,3.61,4,0,0,1,0,0,1,0,0,0,0,0,332.4098802188697,-1.0934374999999998,181.69581250000002,0.5091024398105567,0.08326394671107411,14.44,1,1
Karachi Bakery,https://www.zomato.com/hyderabad/karachi-bakery-gachibowli,500,"Bakery, Fast Food, Desserts",10 AM to 10 PM,500,Bakery,karachi bakery,100,0.004215,pct_positive,0.01,0,0,3.8,3,0,0,0,0,0,0,1,1,0,0,0,131.5789127423914,-1.2894624999999995,190.80085000000003,0.6112659105216508,0.1996007984031936,11.399999999999999,3,0
Karachi Bakery,https://www.zomato.com/hyderabad/karachi-bakery-gachibowli,500,"Bakery, Fast Food, Desserts",10 AM to 10 PM,500,Bakery,karachi bakery,100,0.004215,pct_negative,0.0,0,0,3.8,3,0,0,0,0,0,0,1,1,0,0,0,131.5789127423914,-1.2894624999999995,190.80085000000003,0.6112659105216508,0.1996007984031936,11.399999999999999,3,0
Karachi Cafe,https://www.zomato.com/hyderabad/karachi-cafe-gachibowli,600,"Cafe, Desserts, Fast Food",10 AM to 10 PM,600,Cafe,karachi cafe,100,0.0,pct_positive,0.0,0,0,3.715,3,0,0,0,0,0,0,1,1,0,0,0,161.507358948221,-1.2149999999999999,185.75,0.5805961242135939,0.16638935108153077,11.145,3,0
Karachi Cafe,https://www.zomato.com/hyderabad/karachi-cafe-gachibowli,600,"Cafe, Desserts, Fast Food",10 AM to 10 PM,600,Cafe,karachi cafe,100,0.0,pct_negative,0.0,0,0,3.715,3,0,0,0,0,0,0,1,1,0,0,0,161.507358948221,-1.2149999999999999,185.75,0.5805961242135939,0.16638935108153077,11.145,3,0
The Foodie Monster Kitchen,https://www.zomato.com/hyderabad/the-foodie-monster-kitchen-gachibowli,500,"American, Wraps, Desserts",7 AM to 1 AM,500,American,the foodie monster kitchen,100,0.003612,pct_positive,0.01,0,0,3.58,3,0,0,0,0,0,0,0,1,0,0,0,139.66476545676943,-1.07097,179.646548,0.57587683149145,0.1996007984031936,10.74,3,0
The Foodie Monster Kitchen,https://www.zomato.com/hyderabad/the-foodie-monster-kitchen-gachibowli,500,"American, Wraps, Desserts",7 AM to 1 AM,500,American,the foodie monster kitchen,100,0.003612,pct_negative,0.0,0,0,3.58,3,0,0,0,0,0,0,0,1,0,0,0,139.66476545676943,-1.07097,179.646548,0.57587683149145,0.1996007984031936,10.74,3,0
La La Land - Bar & Kitchen,https://www.zomato.com/hyderabad/la-la-land-bar-kitchen-gachibowli,1000,"Finger Food, North Indian, Kebab, Chinese",12 Noon to 11:30 PM,1000,Finger Food,la la land bar kitchen,100,0.004098000000000001,pct_positive,0.02,0,0,3.19,4,1,1,0,0,0,0,0,0,0,1,1,313.4795255550076,-0.6797550000000001,160.153631,0.4617329229599986,0.0999000999000999,12.76,0,4
La La Land - Bar & Kitchen,https://www.zomato.com/hyderabad/la-la-land-bar-kitchen-gachibowli,1000,"Finger Food, North Indian, Kebab, Chinese",12 Noon to 11:30 PM,1000,Finger Food,la la land bar kitchen,100,0.004098000000000001,pct_negative,0.01,0,0,3.19,4,1,1,0,0,0,0,0,0,0,1,1,313.4795255550076,-0.6797550000000001,160.153631,0.4617329229599986,0.0999000999000999,12.76,0,4
Owm Nom Nom,https://www.zomato.com/hyderabad/owm-nom-nom-gachibowli,900,"Chinese, Biryani, Andhra, North Indian",12Noon to 11:30PM (Mon-Sun),900,Chinese,owm nom nom,100,-0.004767,pct_positive,0.0,0,0,3.29,4,1,1,0,1,0,0,0,0,0,0,1,273.5561478552742,-0.8019175000000001,163.71582850000001,0.4835741859310858,0.11098779134295228,13.16,2,1
Owm Nom Nom,https://www.zomato.com/hyderabad/owm-nom-nom-gachibowli,900,"Chinese, Biryani, Andhra, North Indian",12Noon to 11:30PM (Mon-Sun),900,Chinese,owm nom nom,100,-0.004767,pct_negative,0.01,0,0,3.29,4,1,1,0,1,0,0,0,0,0,0,1,273.5561478552742,-0.8019175000000001,163.71582850000001,0.4835741859310858,0.11098779134295228,13.16,2,1
Ulavacharu,https://www.zomato.com/hyderabad/ulavacharu-gachibowli,1400,"Andhra, North Indian, Chinese",12 Noon to 11:30 PM,1400,Andhra,ulavacharu,100,0.011449,pct_positive,0.03,0,0,3.225,3,1,1,0,0,0,0,0,0,0,0,1,434.1083925245294,-0.6963775000000001,163.09615125000002,0.44513810556448624,0.07137758743754462,9.675,2,1
Ulavacharu,https://www.zomato.com/hyderabad/ulavacharu-gachibowli,1400,"Andhra, North Indian, Chinese",12 Noon to 11:30 PM,1400,Andhra,ulavacharu,100,0.011449,pct_negative,0.0,0,0,3.225,3,1,1,0,0,0,0,0,0,0,0,1,434.1083925245294,-0.6963775000000001,163.09615125000002,0.44513810556448624,0.07137758743754462,9.675,2,1
Shanghai Chef 2,https://www.zomato.com/hyderabad/shanghai-chef-2-gachibowli,800,"Chinese, Thai, Indonesian, Asian",12 Noon to 11 PM,800,Chinese,shanghai chef 2,100,-0.0011589999999999997,pct_positive,0.01,0,0,3.06,4,0,1,0,0,1,0,0,0,0,0,0,261.43782305953494,-0.5628975,152.822673,0.4576821992775007,0.12484394506866417,12.24,2,1
Shanghai Chef 2,https://www.zomato.com/hyderabad/shanghai-chef-2-gachibowli,800,"Chinese, Thai, Indonesian, Asian",12 Noon to 11 PM,800,Chinese,shanghai chef 2,100,-0.0011589999999999997,pct_negative,0.01,0,0,3.06,4,0,1,0,0,1,0,0,0,0,0,0,261.43782305953494,-0.5628975,152.822673,0.4576821992775007,0.12484394506866417,12.24,2,1
Udipi's Upahar,https://www.zomato.com/hyderabad/udipis-upahar-gachibowli,500,"South Indian, North Indian, Chinese",6 AM to 10:30 PM,500,South Indian,udipis upahar,100,0.007615,pct_positive,0.02,0,0,4.03,3,1,1,0,0,0,0,0,0,1,0,1,124.06944812172502,-1.5109625000000007,203.03442249999998,0.6482635840532245,0.1996007984031936,12.09,4,1
Udipi's Upahar,https://www.zomato.com/hyderabad/udipis-upahar-gachibowli,500,"South Indian, North Indian, Chinese",6 AM to 10:30 PM,500,South Indian,udipis upahar,100,0.007615,pct_negative,0.0,0,0,4.03,3,1,1,0,0,0,0,0,0,1,0,1,124.06944812172502,-1.5109625000000007,203.03442249999998,0.6482635840532245,0.1996007984031936,12.09,4,1
Mathura Vilas,https://www.zomato.com/hyderabad/mathura-vilas-gachibowli,500,"South Indian, North Indian, Chinese","11:30 AM to 3:30 PM, 6:45 PM to 11:30 PM",500,South Indian,mathura vilas,100,0.0,pct_positive,0.0,0,0,2.82,3,1,1,0,0,0,0,0,0,1,0,1,177.30490166492848,-0.31999999999999984,141.0,0.4536236493871198,0.1996007984031936,8.459999999999999,2,1
Mathura Vilas,https://www.zomato.com/hyderabad/mathura-vilas-gachibowli,500,"South Indian, North Indian, Chinese","11:30 AM to 3:30 PM, 6:45 PM to 11:30 PM",500,South Indian,mathura vilas,100,0.0,pct_negative,0.0,0,0,2.82,3,1,1,0,0,0,0,0,0,1,0,1,177.30490166492848,-0.31999999999999984,141.0,0.4536236493871198,0.1996007984031936,8.459999999999999,2,1
Gal Punjab Di,https://www.zomato.com/hyderabad/gal-punjab-di-gachibowli,800,"North Indian, Continental","11:55 AM to 4 PM, 7 PM to 11:15 PM",800,North Indian,gal punjab di,100,0.005306999999999999,pct_positive,0.02,0,0,3.61,2,1,0,1,0,0,0,0,0,0,0,1,221.60658681257982,-1.0967324999999999,181.4579135,0.5399453396705155,0.12484394506866417,7.22,4,3
Gal Punjab Di,https://www.zomato.com/hyderabad/gal-punjab-di-gachibowli,800,"North Indian, Continental","11:55 AM to 4 PM, 7 PM to 11:15 PM",800,North Indian,gal punjab di,100,0.005306999999999999,pct_negative,0.01,0,0,3.61,2,1,0,1,0,0,0,0,0,0,0,1,221.60658681257982,-1.0967324999999999,181.4579135,0.5399453396705155,0.12484394506866417,7.22,4,3
Hitech Bawarchi Food Zone,https://www.zomato.com/hyderabad/hitech-bawarchi-food-zone-gachibowli,500,"Biryani, North Indian, Chinese",12 Noon to 11 PM,500,Biryani,hitech bawarchi food zone,100,0.0,pct_positive,0.0,0,0,3.05,3,1,1,0,1,0,0,0,0,0,0,0,163.93437248053363,-0.5499999999999998,152.5,0.49062132291869337,0.1996007984031936,9.149999999999999,2,1
Hitech Bawarchi Food Zone,https://www.zomato.com/hyderabad/hitech-bawarchi-food-zone-gachibowli,500,"Biryani, North Indian, Chinese",12 Noon to 11 PM,500,Biryani,hitech bawarchi food zone,100,0.0,pct_negative,0.0,0,0,3.05,3,1,1,0,1,0,0,0,0,0,0,0,163.93437248053363,-0.5499999999999998,152.5,0.49062132291869337,0.1996007984031936,9.149999999999999,2,1
Biryanis And More,https://www.zomato.com/hyderabad/biryanis-and-more-gachibowli,500,"North Indian, Biryani, Chinese",11 AM to 11 PM,500,North Indian,biryanis and more,100,0.005859,pct_positive,0.01,0,0,3.74,3,1,1,0,1,0,0,0,0,0,0,0,133.68980382625566,-1.2253525,188.09563300000002,0.6016143435134143,0.1996007984031936,11.22,2,1
Biryanis And More,https://www.zomato.com/hyderabad/biryanis-and-more-gachibowli,500,"North Indian, Biryani, Chinese",11 AM to 11 PM,500,North Indian,biryanis and more,100,0.005859,pct_negative,0.0,0,0,3.74,3,1,1,0,1,0,0,0,0,0,0,0,133.68980382625566,-1.2253525,188.09563300000002,0.6016143435134143,0.1996007984031936,11.22,2,1
Diners Pavilion,https://www.zomato.com/hyderabad/diners-pavilion-gachibowli,1200,"Chinese, Continental, Italian","12noon to 4:30pm, 6:30pm to 11:30pm (Mon, Tue, Wed, Fri, Sat), Closed (Thu),12noon to 12midnight (Sun)",1200,Chinese,diners pavilion,100,-0.004404,pct_positive,0.01,0,0,3.32,3,0,1,1,0,0,1,0,0,0,0,1,361.4456742633511,-0.8310099999999996,165.268936,0.4682050138977973,0.08326394671107411,9.959999999999999,1,1
Diners Pavilion,https://www.zomato.com/hyderabad/diners-pavilion-gachibowli,1200,"Chinese, Continental, Italian","12noon to 4:30pm, 6:30pm to 11:30pm (Mon, Tue, Wed, Fri, Sat), Closed (Thu),12noon to 12midnight (Sun)",1200,Chinese,diners pavilion,100,-0.004404,pct_negative,0.02,0,0,3.32,3,0,1,1,0,0,1,0,0,0,0,1,361.4456742633511,-0.8310099999999996,165.268936,0.4682050138977973,0.08326394671107411,9.959999999999999,1,1
Asian Meal Box,https://www.zomato.com/hyderabad/asian-meal-box-gachibowli,200,Asian,"12noon to 12midnight (Mon, Tue, Wed, Thu, Sun), 12noon to 1am (Fri-Sat)",200,Asian,asian meal box,100,0.004019,pct_positive,0.01,0,0,2.58,1,0,0,0,0,1,0,0,0,0,0,0,77.51934979870163,-0.0699525000000003,129.518451,0.4864890022805112,0.4975124378109453,2.58,3,3
Asian Meal Box,https://www.zomato.com/hyderabad/asian-meal-box-gachibowli,200,Asian,"12noon to 12midnight (Mon, Tue, Wed, Thu, Sun), 12noon to 1am (Fri-Sat)",200,Asian,asian meal box,100,0.004019,pct_negative,0.0,0,0,2.58,1,0,0,0,0,1,0,0,0,0,0,0,77.51934979870163,-0.0699525000000003,129.518451,0.4864890022805112,0.4975124378109453,2.58,3,3
Cafe Eclat,https://www.zomato.com/hyderabad/cafe-eclat-gachibowli,700,"Cafe, Bakery",8 AM to 11:30 PM,700,Cafe,cafe eclat,100,0.0,pct_positive,0.0,0,0,3.59,2,0,0,0,0,0,0,0,0,0,0,1,194.98601810974426,-1.0899999999999999,179.5,0.5478817445182732,0.14265335235378032,7.18,4,3
Cafe Eclat,https://www.zomato.com/hyderabad/cafe-eclat-gachibowli,700,"Cafe, Bakery",8 AM to 11:30 PM,700,Cafe,cafe eclat,100,0.0,pct_negative,0.0,0,0,3.59,2,0,0,0,0,0,0,0,0,0,0,1,194.98601810974426,-1.0899999999999999,179.5,0.5478817445182732,0.14265335235378032,7.18,4,3
Feast - Sheraton Hyderabad Hotel,https://www.zomato.com/hyderabad/feast-sheraton-hyderabad-hotel-gachibowli,2500,"Modern Indian, Asian, Continental, Italian","6:30am to 10:30am, 12:30pm to 3pm, 7pm to 11pm (Mon),6:30am to 10:30am, 12:30pm to 3pm, 7:30pm to 11pm (Tue-Sat),6:30am to 10:30am, 12:30pm to 3:30pm, 7pm to 11pm (Sun)",2500,Modern Indian,feast sheraton hyderabad hotel,100,-0.004404,pct_positive,0.0,0,0,4.22,4,0,0,1,0,1,1,0,0,0,0,1,592.4169212282177,-1.7310099999999995,210.07075600000002,0.5393352446863191,0.03998400639744103,16.88,1,2
Feast - Sheraton Hyderabad Hotel,https://www.zomato.com/hyderabad/feast-sheraton-hyderabad-hotel-gachibowli,2500,"Modern Indian, Asian, Continental, Italian","6:30am to 10:30am, 12:30pm to 3pm, 7pm to 11pm (Mon),6:30am to 10:30am, 12:30pm to 3pm, 7:30pm to 11pm (Tue-Sat),6:30am to 10:30am, 12:30pm to 3:30pm, 7pm to 11pm (Sun)",2500,Modern Indian,feast sheraton hyderabad hotel,100,-0.004404,pct_negative,0.01,0,0,4.22,4,0,0,1,0,1,1,0,0,0,0,1,592.4169212282177,-1.7310099999999995,210.07075600000002,0.5393352446863191,0.03998400639744103,16.88,1,2
Being Hungry,https://www.zomato.com/hyderabad/being-hungry-gachibowli,450,"North Indian, Chinese","12 Noon to 3 PM, 7 PM to 11:30 PM",450,North Indian,being hungry,99,0.0,pct_positive,0.0,0,0,3.6464646464646466,2,1,1,0,0,0,0,0,0,0,0,1,123.4071683731034,-1.1464646464646466,180.5,0.5966593368233628,0.21951219512195122,7.292929292929293,4,3
Being Hungry,https://www.zomato.com/hyderabad/being-hungry-gachibowli,450,"North Indian, Chinese","12 Noon to 3 PM, 7 PM to 11:30 PM",450,North Indian,being hungry,99,0.0,pct_negative,0.0,0,0,3.6464646464646466,2,1,1,0,0,0,0,0,0,0,0,1,123.4071683731034,-1.1464646464646466,180.5,0.5966593368233628,0.21951219512195122,7.292929292929293,4,3
Tempteys,https://www.zomato.com/hyderabad/tempteys-gachibowli,350,"Desserts, Beverages",11:30 AM to 1 AM,350,Desserts,tempteys,100,0.006625,pct_positive,0.01,0,0,3.85,2,0,0,0,0,0,0,0,1,0,0,0,90.90906729634615,-1.3334375,193.7753125,0.6569083389659801,0.2849002849002849,7.7,3,0
Tempteys,https://www.zomato.com/hyderabad/tempteys-gachibowli,350,"Desserts, Beverages",11:30 AM to 1 AM,350,Desserts,tempteys,100,0.006625,pct_negative,0.0,0,0,3.85,2,0,0,0,0,0,0,0,1,0,0,0,90.90906729634615,-1.3334375,193.7753125,0.6569083389659801,0.2849002849002849,7.7,3,0
KS Bakers,https://www.zomato.com/hyderabad/ks-bakers-gachibowli,200,"Bakery, Desserts, Fast Food",9 AM to 10 PM,200,Bakery,ks bakers,100,0.019481,pct_positive,0.05,0,0,3.965,3,0,0,0,0,0,0,1,1,0,0,0,50.441349195120004,-1.4162974999999998,202.11210825,0.7476468581559018,0.4975124378109453,11.895,3,0
KS Bakers,https://www.zomato.com/hyderabad/ks-bakers-gachibowli,200,"Bakery, Desserts, Fast Food",9 AM to 10 PM,200,Bakery,ks bakers,100,0.019481,pct_negative,0.01,0,0,3.965,3,0,0,0,0,0,0,1,1,0,0,0,50.441349195120004,-1.4162974999999998,202.11210825,0.7476468581559018,0.4975124378109453,11.895,3,0
PourHouse7,https://www.zomato.com/hyderabad/pourhouse7-gachibowli,1200,"North Indian, Continental, Chinese, Italian","12 Noon to 12 Midnight (Mon-Thu, Sun), 12 Noon to 1 AM (Fri-Sat)",1200,North Indian,pourhouse7,100,0.013300999999999999,pct_positive,0.04,0,0,3.86,4,1,1,1,0,0,1,0,0,0,0,0,310.88074847649006,-1.3267474999999997,195.567093,0.5443588414594872,0.08326394671107411,15.44,1,1
PourHouse7,https://www.zomato.com/hyderabad/pourhouse7-gachibowli,1200,"North Indian, Continental, Chinese, Italian","12 Noon to 12 Midnight (Mon-Thu, Sun), 12 Noon to 1 AM (Fri-Sat)",1200,North Indian,pourhouse7,100,0.013300999999999999,pct_negative,0.01,0,0,3.86,4,1,1,1,0,0,1,0,0,0,0,0,310.88074847649006,-1.3267474999999997,195.567093,0.5443588414594872,0.08326394671107411,15.44,1,1
Prism Club & Kitchen,https://www.zomato.com/hyderabad/prism-club-kitchen-gachibowli,1200,"Kebab, Continental, Italian, North Indian",5pm to 12midnight (Mon-Sun),1200,Kebab,prism club kitchen,100,0.0071860000000000005,pct_positive,0.02,0,0,4.215,4,1,0,1,0,0,1,0,0,0,1,0,284.6974413529202,-1.697035,212.26444949999998,0.5944229318009685,0.08326394671107411,16.86,0,4
Prism Club & Kitchen,https://www.zomato.com/hyderabad/prism-club-kitchen-gachibowli,1200,"Kebab, Continental, Italian, North Indian",5pm to 12midnight (Mon-Sun),1200,Kebab,prism club kitchen,100,0.0071860000000000005,pct_negative,0.01,0,0,4.215,4,1,0,1,0,0,1,0,0,0,1,0,284.6974413529202,-1.697035,212.26444949999998,0.5944229318009685,0.08326394671107411,16.86,0,4
Shree Santosh Dhaba Family Restaurant,https://www.zomato.com/hyderabad/shree-santosh-dhaba-family-restaurant-gachibowli,500,"North Indian, Chinese, Fast Food",11 AM to 11:30 PM,500,North Indian,shree santosh dhaba family restaurant,100,-0.00018900000000000028,pct_positive,0.01,0,0,2.83,3,1,1,0,0,0,0,1,0,0,0,1,176.67838279915802,-0.33047249999999995,141.4732565,0.4552322438884926,0.1996007984031936,8.49,2,3
Shree Santosh Dhaba Family Restaurant,https://www.zomato.com/hyderabad/shree-santosh-dhaba-family-restaurant-gachibowli,500,"North Indian, Chinese, Fast Food",11 AM to 11:30 PM,500,North Indian,shree santosh dhaba family restaurant,100,-0.00018900000000000028,pct_negative,0.01,0,0,2.83,3,1,1,0,0,0,0,1,0,0,0,1,176.67838279915802,-0.33047249999999995,141.4732565,0.4552322438884926,0.1996007984031936,8.49,2,3
Dine O China,https://www.zomato.com/hyderabad/dine-o-china-gachibowli,850,"Chinese, Asian, Momos",11:30AM to 11PM (Mon-Sun),850,Chinese,dine o china,100,0.0,pct_positive,0.0,0,0,3.37,3,0,1,0,0,1,0,0,0,0,0,1,252.22544444348827,-0.8700000000000001,168.5,0.49952470087058465,0.11750881316098707,10.11,4,1
Dine O China,https://www.zomato.com/hyderabad/dine-o-china-gachibowli,850,"Chinese, Asian, Momos",11:30AM to 11PM (Mon-Sun),850,Chinese,dine o china,100,0.0,pct_negative,0.0,0,0,3.37,3,0,1,0,0,1,0,0,0,0,0,1,252.22544444348827,-0.8700000000000001,168.5,0.49952470087058465,0.11750881316098707,10.11,4,1
Hyderabad Chefs,https://www.zomato.com/hyderabad/hyderabad-chefs-gachibowli,600,"North Indian, Chinese",12 Noon to 10:30 PM,600,North Indian,hyderabad chefs,98,-0.004864285714285714,pct_positive,0.0,0,0,3.7857142857142856,2,1,1,0,0,0,0,0,0,0,0,1,158.49052417231437,-1.297875,184.59767499999998,0.5916476558992593,0.16306156405990016,7.571428571428571,4,3
Hyderabad Chefs,https://www.zomato.com/hyderabad/hyderabad-chefs-gachibowli,600,"North Indian, Chinese",12 Noon to 10:30 PM,600,North Indian,hyderabad chefs,98,-0.004864285714285714,pct_negative,0.01020408163265306,0,0,3.7857142857142856,2,1,1,0,0,0,0,0,0,0,0,1,158.49052417231437,-1.297875,184.59767499999998,0.5916476558992593,0.16306156405990016,7.571428571428571,4,3
Komatose - Holiday Inn Express & Suites,https://www.zomato.com/hyderabad/komatose-holiday-inn-express-suites-gachibowli,1500,"North Indian, Chinese, Japanese, Sushi",1 PM to 11 PM,1500,North Indian,komatose holiday inn express suites,100,0.010584,pct_positive,0.02,0,0,3.69,4,1,1,0,0,0,0,0,0,0,0,0,406.503954876977,-1.1635400000000002,186.45274799999999,0.5045196323684782,0.06662225183211193,14.76,1,1
Komatose - Holiday Inn Express & Suites,https://www.zomato.com/hyderabad/komatose-holiday-inn-express-suites-gachibowli,1500,"North Indian, Chinese, Japanese, Sushi",1 PM to 11 PM,1500,North Indian,komatose holiday inn express suites,100,0.010584,pct_negative,0.0,0,0,3.69,4,1,1,0,0,0,0,0,0,0,0,0,406.503954876977,-1.1635400000000002,186.45274799999999,0.5045196323684782,0.06662225183211193,14.76,1,1
